DFT_ID,Alloy,SWS0,B0,C11,C12,C44,cprime,B,G_V,G_R,G_VRH,E,nu,B_G_ratio,Cauchy,A,Hv,R2_cprime,R2_c44,n_drop_cprime,n_drop_c44,born_stable
DFT_0594,Zr20V10Nb15Ta25Mo30,3.051453,165.62,268.56,114.15,57.14,77.20,165.62,65.17,63.77,64.47,171.19,0.3277,2.5690,57.01,0.7401,4.59,0.999978,0.999876,0,0,Y
DFT_0595,Zr20V20Ta40Mo20,3.048737,160.57,251.97,114.87,63.63,68.55,160.57,65.60,65.51,65.56,173.11,0.3203,2.4494,51.24,0.9283,5.10,0.999929,0.999985,0,0,Y
DFT_0596,Zr20V20Ta50W10,3.071101,159.51,240.18,119.17,73.12,60.50,159.51,68.08,67.49,67.78,178.12,0.3139,2.3532,46.05,1.2086,5.66,0.999938,0.999968,0,0,Y
DFT_0597,Zr20V20Nb30Mo30,3.021717,158.04,262.25,105.94,44.59,78.15,158.04,58.02,53.84,55.93,150.08,0.3417,2.8258,61.35,0.5706,3.25,0.999995,0.999166,0,0,Y
DFT_0598,Zr20V25Mo25W30,2.979618,191.02,329.43,121.82,64.70,103.81,191.02,80.34,76.18,78.26,206.57,0.3198,2.4409,57.12,0.6232,6.02,0.999907,0.998597,0,0,Y
DFT_0599,Zr20V25Nb20Ta20Mo15,3.040940,151.07,237.99,107.61,52.44,65.19,151.07,57.54,56.89,57.22,152.41,0.3319,2.6403,55.17,0.8044,3.85,0.999941,0.999968,0,0,Y
DFT_0600,Zr20V25Nb30Mo10W15,3.022857,160.40,258.74,111.23,49.74,73.75,160.40,59.35,57.19,58.27,155.93,0.3380,2.7527,61.49,0.6745,3.60,0.999955,0.999863,0,0,Y
DFT_0601,Zr20V35Nb30Mo15,3.008927,145.43,233.53,101.38,40.79,66.07,145.43,50.90,48.16,49.53,133.44,0.3471,2.9361,60.59,0.6173,2.56,0.999858,0.999892,0,0,Y
DFT_0602,Zr20V40Nb10Mo30,2.968427,158.71,263.59,106.27,44.04,78.66,158.71,57.89,53.45,55.67,149.53,0.3430,2.8508,62.22,0.5599,3.16,0.999994,0.999255,0,0,Y
DFT_0603,Zr20Hf5Ta15Mo30W30,3.041262,194.46,330.79,126.29,77.13,102.25,194.46,87.18,85.54,86.36,225.67,0.3066,2.2518,49.16,0.7543,7.50,0.999910,0.999287,0,2,Y
DFT_0604,Zr20Hf5V5Nb35Ta5W30,3.074614,170.13,269.75,120.32,62.77,74.71,170.13,67.55,67.06,67.30,178.38,0.3252,2.5278,57.55,0.8401,4.93,0.999944,0.999955,0,0,Y
DFT_0605,Zr20Hf10V40Ta15Mo15,3.021018,145.53,221.72,107.44,55.66,57.14,145.53,56.25,56.24,56.25,149.49,0.3288,2.5872,51.77,0.9742,3.95,0.999998,0.999922,1,1,Y
DFT_0606,Zr20Hf15V5Nb20Mo20W20,3.072925,167.02,266.91,117.08,62.87,74.91,167.02,67.68,67.19,67.44,178.31,0.3221,2.4767,54.21,0.8392,5.13,0.999991,0.999859,0,0,Y
DFT_0608,Zr20Hf20Ta45Mo15,3.137477,155.81,197.29,135.07,66.96,31.11,155.81,52.62,45.83,49.23,133.61,0.3571,3.1652,68.11,2.1521,2.08,0.999792,0.999980,0,0,Y
DFT_0609,Zr20Hf20Nb15Ta30W15,3.137247,158.67,201.38,137.32,66.34,32.03,158.67,52.61,46.44,49.53,134.58,0.3586,3.2037,70.98,2.0710,2.02,0.999852,0.999980,0,0,Y
DFT_0610,Zr20Hf20Nb20Ta10W30,3.111940,167.22,251.90,124.88,72.81,63.51,167.22,69.09,68.78,68.94,181.83,0.3188,2.4257,52.07,1.1465,5.44,0.999974,0.999983,0,0,Y
DFT_0611,Zr20Hf20Nb40Ta5Mo15,3.131537,146.85,217.67,111.44,56.77,53.11,146.85,55.31,55.25,55.28,147.35,0.3328,2.6564,54.67,1.0689,3.67,0.999973,0.999950,0,0,Y
DFT_0612,Zr20Hf20Nb45Mo15,3.130704,145.72,217.00,110.08,54.21,53.46,145.72,53.91,53.90,53.90,143.96,0.3353,2.7033,55.88,1.0140,3.44,0.999950,0.999943,0,0,Y
DFT_0613,Zr20Hf20V15Nb25W20,3.094047,151.82,225.67,114.90,62.61,55.39,151.82,59.72,59.51,59.62,158.15,0.3264,2.5467,52.28,1.1305,4.32,0.999990,0.999977,0,0,Y
DFT_0615,Zr20Hf20V40Ta20,3.071017,131.85,182.72,106.41,63.24,38.16,131.85,53.21,50.07,51.64,137.03,0.3268,2.5532,43.17,1.6575,3.71,0.999876,0.999947,0,0,Y
DFT_0616,Zr20Hf25Nb15Mo20W20,3.100707,165.31,255.54,120.20,67.48,67.67,165.31,67.56,67.56,67.56,178.37,0.3202,2.4470,52.72,0.9971,5.25,0.999996,0.999942,0,0,Y
DFT_0617,Zr20Hf25V30Mo15W10,3.056776,147.16,219.48,111.00,60.65,54.24,147.16,58.08,57.91,58.00,153.79,0.3258,2.5374,50.35,1.1182,4.24,0.999988,0.999968,0,0,Y
DFT_0618,Zr20Hf30V40Nb5Ta5,3.086963,128.22,172.63,106.02,61.09,33.30,128.22,49.97,45.80,47.89,127.76,0.3339,2.6775,44.93,1.8342,3.07,0.999869,0.999966,0,0,Y
DFT_0620,Zr20Hf35V25W20,3.098568,147.67,206.44,118.28,69.57,44.08,147.67,59.37,56.50,57.94,153.71,0.3265,2.5488,48.72,1.5782,4.19,0.999963,0.999981,0,0,Y
DFT_0621,Zr20Hf40Mo20W20,3.125297,164.53,241.18,126.21,74.02,57.49,164.53,67.41,66.38,66.90,176.74,0.3210,2.4595,52.18,1.2877,5.16,0.999992,0.999977,0,0,Y
DFT_0623,Zr20Hf40Nb25Mo15,3.163660,147.47,204.29,119.06,65.47,42.61,147.47,56.33,53.90,55.11,147.03,0.3338,2.6757,53.59,1.5364,3.60,0.999971,0.999931,0,0,Y
DFT_0624,Zr20Hf40V5Mo30W5,3.120723,155.71,227.33,119.90,67.39,53.72,155.71,61.92,61.16,61.54,163.14,0.3254,2.5301,52.50,1.2546,4.52,0.999957,0.999964,0,0,Y
DFT_0625,Zr20Hf40V5Ta5W30,3.134438,161.55,227.79,128.43,79.18,49.68,161.55,67.38,63.98,65.68,173.53,0.3210,2.4596,49.25,1.5939,5.07,0.999768,0.999990,0,0,Y
DFT_0626,Zr20Hf40V20Ta10W10,3.135932,142.63,189.37,119.26,72.44,35.05,142.63,57.48,50.78,54.13,144.15,0.3316,2.6350,46.82,2.0666,3.65,0.999985,0.999965,0,1,Y
DFT_0627,Zr25Nb20Ta15Mo10W30,3.071589,176.34,286.64,121.19,66.35,82.73,176.34,72.90,72.06,72.48,191.24,0.3193,2.4330,54.84,0.8021,5.66,0.999965,0.999821,0,0,Y
DFT_0628,Zr25Nb50Ta20W5,3.127304,145.35,218.59,108.73,54.88,54.93,145.35,54.90,54.90,54.90,146.27,0.3323,2.6477,53.86,0.9991,3.67,0.999976,0.999880,0,0,Y
DFT_0629,Zr25V5Nb50W20,3.089323,153.88,242.51,109.56,52.10,66.47,153.88,57.85,57.03,57.44,153.26,0.3340,2.6789,57.46,0.7838,3.75,0.999953,0.999944,0,0,Y
DFT_0630,Zr25V10Nb10Mo30W25,3.022552,181.56,313.05,115.81,64.26,98.62,181.56,78.00,74.67,76.34,200.86,0.3156,2.3784,51.55,0.6516,6.17,0.999958,0.998617,0,0,Y
DFT_0631,Zr25V20Ta30W25,3.054790,165.02,256.78,119.14,70.10,68.82,165.02,69.58,69.58,69.58,183.02,0.3152,2.3716,49.05,1.0186,5.71,0.999936,0.999981,0,0,Y
DFT_0632,Zr25V20Nb15Ta10W30,3.043235,166.39,264.43,117.37,62.59,73.53,166.39,66.97,66.55,66.76,176.65,0.3231,2.4924,54.78,0.8513,5.02,0.999936,0.999944,0,0,Y
DFT_0633,Zr25V20Nb45Ta5Mo5,3.078472,135.87,209.26,99.17,43.51,55.04,135.87,48.12,47.49,47.81,128.36,0.3425,2.8422,55.67,0.7904,2.66,0.999911,0.999908,0,0,Y
DFT_0635,Zr25V25Nb5Ta15Mo30,3.023147,156.48,253.78,107.83,51.91,72.97,156.48,60.33,58.68,59.51,158.44,0.3312,2.6295,55.92,0.7114,4.05,0.999986,0.999809,0,0,Y
DFT_0636,Zr25V40Mo15W20,2.978596,163.91,268.03,111.85,54.60,78.09,163.91,63.99,62.07,63.03,167.61,0.3296,2.6005,57.25,0.6992,4.38,0.999975,0.999704,0,0,Y
DFT_0637,Zr25V40Ta30W5,3.036600,141.99,212.23,106.87,61.27,52.68,141.99,57.84,57.52,57.68,152.40,0.3211,2.4618,45.60,1.1632,4.47,0.999974,0.999970,0,0,Y
DFT_0638,Zr25V40Nb5Ta5Mo5W20,2.997707,157.41,250.09,111.07,55.42,69.51,157.41,61.06,60.31,60.68,161.32,0.3292,2.5939,55.65,0.7972,4.24,0.999927,0.999932,0,0,Y
DFT_0639,Zr25Hf10V35Nb5W25,3.030904,152.05,233.98,111.09,60.26,61.44,152.05,60.73,60.73,60.73,160.78,0.3238,2.5038,50.83,0.9807,4.55,0.999972,0.999946,0,0,Y
DFT_0640,Zr25Hf15Nb5Ta45Mo10,3.147958,146.09,188.91,124.68,66.75,32.12,146.09,52.90,46.64,49.77,134.08,0.3470,2.9355,57.93,2.0784,2.58,0.999868,0.999968,0,0,Y
DFT_0641,Zr25Hf15Nb30W30,3.111664,160.57,245.41,118.15,65.80,63.63,160.57,64.93,64.91,64.92,171.63,0.3219,2.4733,52.35,1.0341,4.96,0.999985,0.999969,0,0,Y
DFT_0642,Zr25Hf15V10Nb35Ta15,3.140721,136.82,192.40,109.03,58.52,41.68,136.82,51.79,50.38,51.08,136.29,0.3340,2.6784,50.51,1.4040,3.31,0.999898,0.999916,1,2,Y
DFT_0643,Zr25Hf25Ta35W15,3.156071,157.12,184.53,143.41,68.70,20.56,157.12,49.45,35.47,42.46,116.85,0.3760,3.7004,74.71,3.3417,0.88,0.999735,0.999981,0,0,Y
DFT_0644,Zr25Hf25Nb20Mo30,3.123529,148.93,224.71,111.04,58.32,56.83,148.93,57.73,57.72,57.72,153.35,0.3284,2.5801,52.72,1.0262,4.08,0.999949,0.999930,0,0,Y
DFT_0645,Zr25Hf25V15Ta15Mo20,3.111731,144.07,207.57,112.32,63.79,47.63,144.07,57.33,56.17,56.75,150.48,0.3259,2.5389,48.53,1.3394,4.14,0.999980,0.999975,0,0,Y
DFT_0646,Zr25Hf35Nb25W15,3.167744,148.72,204.37,120.90,69.31,41.73,148.72,58.28,54.82,56.55,150.57,0.3313,2.6299,51.59,1.6607,3.84,0.999976,0.999946,0,0,Y
DFT_0647,Zr25Hf35Nb25Mo5W10,3.167108,146.91,202.79,118.97,67.26,41.91,146.91,57.12,54.16,55.64,148.21,0.3319,2.6404,51.71,1.6050,3.74,0.999976,0.999943,0,0,Y
DFT_0648,Zr30Nb15Ta15Mo25W15,3.078142,165.46,269.43,113.47,60.71,77.98,165.46,67.62,66.61,67.12,177.36,0.3213,2.4653,52.76,0.7786,5.15,0.999996,0.999794,0,0,Y
DFT_0649,Zr30Nb20Mo30W20,3.060504,171.08,288.67,112.29,59.25,88.19,171.08,70.83,68.21,69.52,183.67,0.3211,2.4610,53.03,0.6719,5.34,0.999989,0.999160,0,0,Y
DFT_0650,Zr30V5Ta40Mo10W15,3.096891,160.51,246.94,117.29,70.58,64.83,160.51,68.28,68.16,68.22,179.26,0.3139,2.3528,46.71,1.0888,5.69,0.999961,0.999983,0,0,Y
DFT_0651,Zr30V5Nb5Ta25Mo30W5,3.075395,159.83,257.08,111.21,60.19,72.94,159.83,65.29,64.72,65.00,171.73,0.3209,2.4588,51.01,0.8253,5.03,0.999988,0.999887,0,0,Y
DFT_0652,Zr30V5Nb35Ta5Mo25,3.087566,145.52,233.19,101.69,46.64,65.75,145.52,54.29,52.78,53.53,143.05,0.3362,2.7184,55.04,0.7094,3.37,0.999960,0.999796,0,0,Y
DFT_0655,Zr30V25Nb30W15,3.061547,141.01,218.70,102.17,49.18,58.27,141.01,52.81,52.45,52.63,140.43,0.3340,2.6791,52.99,0.8440,3.42,0.999951,0.999914,0,0,Y
DFT_0656,Zr30V40Nb15Mo10W5,3.018739,136.64,214.20,97.86,44.44,58.17,136.64,49.93,49.07,49.50,132.50,0.3384,2.7604,53.42,0.7638,2.98,0.999938,0.999756,0,0,Y
DFT_0657,Zr30Hf5V5Nb10Ta30W20,3.113856,155.57,225.99,120.36,68.03,52.82,155.57,61.94,61.00,61.47,162.95,0.3254,2.5308,52.33,1.2880,4.51,0.999974,0.999985,0,0,Y
DFT_0658,Zr30Hf10V20Nb20Mo20,3.079656,136.47,209.49,99.96,48.42,54.77,136.47,50.96,50.78,50.87,135.74,0.3342,2.6828,51.53,0.8842,3.28,0.999967,0.999896,0,0,Y
DFT_0659,Zr30Hf15V15Mo10W30,3.073045,159.18,246.81,115.37,66.00,65.72,159.18,65.89,65.89,65.89,173.70,0.3181,2.4159,49.36,1.0042,5.26,0.999994,0.999918,0,0,Y
DFT_0662,Zr30Hf20V20Nb30,3.136385,125.92,173.85,101.96,54.43,35.95,125.92,47.04,45.14,46.09,123.24,0.3369,2.7320,47.53,1.5142,2.80,0.999812,0.999820,0,0,Y
DFT_0663,Zr30Hf25V10Nb25Ta5W5,3.159095,134.53,183.55,110.02,61.82,36.77,134.53,51.80,48.58,50.19,133.91,0.3341,2.6805,48.20,1.6815,3.24,0.999888,0.999893,0,0,Y
DFT_0665,Zr30Hf30Nb5Ta5Mo25W5,3.143531,148.83,215.68,115.40,65.29,50.14,148.83,59.23,58.25,58.74,155.72,0.3256,2.5339,50.12,1.3021,4.30,0.999988,0.999965,0,0,Y
DFT_0666,Zr30Hf30V10Ta5Mo5W20,3.134408,147.91,208.40,117.66,70.45,45.37,147.91,60.42,57.69,59.06,156.36,0.3238,2.5045,47.21,1.5529,4.43,0.999975,0.999979,0,0,Y
DFT_0667,Zr30Hf40Ta15W15,3.187556,148.06,194.44,124.87,78.80,34.79,148.06,61.19,52.32,56.76,150.98,0.3300,2.6086,46.07,2.2651,3.92,0.999977,0.999977,1,0,Y
DFT_0668,Zr30Hf40V15Mo15,3.154587,135.40,181.47,112.36,65.43,34.56,135.40,53.08,48.20,50.64,135.08,0.3337,2.6737,46.93,1.8934,3.29,0.999982,0.999941,0,0,Y
DFT_0669,Zr35Ta50Mo5W10,3.135114,152.05,223.50,116.32,73.00,53.59,152.05,65.23,63.76,64.50,169.52,0.3142,2.3574,43.33,1.3622,5.39,0.999920,0.999981,0,0,Y
DFT_0670,Zr35Nb50Mo10W5,3.127108,136.18,210.22,99.16,45.46,55.53,136.18,49.49,49.02,49.25,131.86,0.3386,2.7649,53.70,0.8186,2.95,0.999841,0.999829,0,0,Y
DFT_0671,Zr35V5Ta25Mo5W30,3.090453,163.98,255.95,117.99,70.33,68.98,163.98,69.79,69.79,69.79,183.36,0.3136,2.3497,47.66,1.0196,5.82,0.999983,0.999962,0,0,Y
DFT_0672,Zr35V10Nb30Ta25,3.136894,131.23,188.88,102.41,55.81,43.23,131.23,50.78,49.99,50.39,134.01,0.3298,2.6044,46.60,1.2909,3.46,0.999903,0.999940,0,0,Y
DFT_0673,Zr35V15Nb25Ta5Mo5W15,3.087997,141.64,218.92,103.00,52.53,57.96,141.64,54.70,54.58,54.64,145.25,0.3291,2.5922,50.47,0.9064,3.82,0.999975,0.999920,0,0,Y
DFT_0674,Zr35Hf5Nb30Ta5W25,3.122726,149.83,228.64,110.43,60.60,59.11,149.83,60.00,59.99,60.00,158.80,0.3234,2.4973,49.83,1.0252,4.52,0.999905,0.999950,0,0,Y
DFT_0675,Zr35Hf10Nb20Ta20Mo15,3.147772,138.69,202.62,106.72,59.25,47.95,138.69,54.73,54.15,54.44,144.42,0.3264,2.5477,47.47,1.2358,3.94,0.999971,0.999961,0,0,Y
DFT_0676,Zr35Hf10Nb40Mo5W10,3.146232,137.64,203.37,104.78,53.68,49.30,137.64,51.93,51.84,51.88,138.27,0.3326,2.6529,51.09,1.0890,3.44,0.999943,0.999940,0,0,Y
DFT_0677,Zr35Hf10V15Mo30W10,3.068862,148.61,235.97,104.93,55.45,65.52,148.61,59.48,59.08,59.28,156.97,0.3240,2.5070,49.48,0.8462,4.43,0.999997,0.999820,0,0,Y
DFT_0678,Zr35Hf15Mo20W30,3.098373,163.36,257.46,116.31,67.83,70.58,163.36,68.93,68.90,68.91,181.25,0.3151,2.3705,48.48,0.9610,5.67,0.999997,0.999875,0,0,Y
DFT_0680,Zr35Hf15V5Ta35W10,3.158496,142.29,176.79,125.04,67.01,25.87,142.29,50.55,40.96,45.76,123.98,0.3548,3.1098,58.04,2.5899,1.96,0.999976,0.999969,0,0,Y
DFT_0681,Zr35Hf15V5Ta45,3.225766,106.70,126.72,96.69,62.07,15.01,106.70,43.25,27.54,35.40,95.61,0.3507,3.0145,34.62,4.1341,1.43,0.999940,0.999890,0,0,Y
DFT_0682,Zr35Hf20V25Mo20,3.097843,130.64,189.61,101.16,54.37,44.23,130.64,50.31,49.80,50.06,133.16,0.3301,2.6099,46.79,1.2293,3.42,0.999973,0.999937,0,0,Y
DFT_0683,Zr35Hf25Ta10W30,3.149584,154.78,220.06,122.14,75.00,48.96,154.78,64.58,61.84,63.21,166.91,0.3203,2.4486,47.14,1.5319,4.93,0.999983,0.999984,0,0,Y
DFT_0684,Zr35Hf25Nb15Ta25,3.200625,132.92,173.96,112.40,70.08,30.78,132.92,54.36,46.39,50.38,134.18,0.3318,2.6385,42.32,2.2766,3.37,0.999971,0.999870,2,0,Y
DFT_0685,Zr35Hf40V5Nb5W15,3.186965,139.49,183.20,117.64,72.83,32.78,139.49,56.81,48.92,52.87,140.81,0.3318,2.6385,44.81,2.2216,3.55,0.999983,0.999961,0,0,Y
DFT_0686,Zr40Ta25Mo20W15,3.108274,154.07,240.63,110.79,64.30,64.92,154.07,64.55,64.55,64.55,169.91,0.3162,2.3870,46.49,0.9903,5.27,0.999985,0.999932,0,0,Y
DFT_0687,Zr40Nb15Ta15W30,3.117743,154.11,236.59,112.87,65.33,61.86,154.11,63.94,63.90,63.92,168.47,0.3178,2.4110,47.54,1.0560,5.13,0.999984,0.999958,0,0,Y
DFT_0688,Zr40Nb15Ta15Mo30,3.112777,142.22,223.91,101.37,52.72,61.27,142.22,56.14,55.83,55.99,148.48,0.3260,2.5403,48.66,0.8604,4.08,0.999982,0.999854,0,0,Y
DFT_0689,Zr40V5Ta5Mo20W30,3.072242,163.89,267.57,112.05,63.54,77.76,163.89,69.23,68.56,68.89,181.28,0.3157,2.3789,48.51,0.8172,5.63,0.999997,0.999732,0,0,Y
DFT_0690,Zr40V5Nb5Ta5Mo15W30,3.080444,160.38,258.49,111.32,62.45,73.58,160.38,66.90,66.47,66.69,175.71,0.3174,2.4049,48.87,0.8487,5.36,0.999995,0.999808,0,0,Y
DFT_0691,Zr40V5Nb10Ta15Mo30,3.101901,141.86,223.28,101.15,52.43,61.06,141.86,55.88,55.57,55.73,147.83,0.3263,2.5456,48.72,0.8586,4.04,0.999986,0.999861,0,0,Y
DFT_0692,Zr40V5Nb20Mo15W20,3.094340,148.62,236.33,104.76,54.37,65.78,148.62,58.94,58.43,58.68,155.57,0.3255,2.5327,50.39,0.8265,4.30,0.999989,0.999838,0,0,Y
DFT_0693,Zr40V10Nb30Mo20,3.105734,130.64,203.52,94.20,43.53,54.66,130.64,47.98,47.39,47.68,127.54,0.3373,2.7396,50.67,0.7963,2.90,0.999906,0.999833,0,0,Y
DFT_0694,Zr40V15Ta35W10,3.121818,137.05,197.17,106.99,65.46,45.09,137.05,57.31,55.44,56.38,148.74,0.3191,2.4309,41.53,1.4517,4.48,0.999977,0.999964,0,0,Y
DFT_0695,Zr40V20Mo30W10,3.048170,146.67,238.74,100.64,50.62,69.05,146.67,57.99,56.67,57.33,152.17,0.3271,2.5582,50.01,0.7331,4.12,0.999995,0.999640,0,0,Y
DFT_0697,Zr40V20Nb5Ta20Mo15,3.096330,131.96,197.90,98.99,53.49,49.45,131.96,51.87,51.80,51.84,137.50,0.3263,2.5457,45.50,1.0816,3.75,0.999979,0.999950,0,0,Y
DFT_0698,Zr40V25Mo5W30,3.050990,150.06,236.60,106.79,58.29,64.91,150.06,60.94,60.77,60.85,160.82,0.3214,2.4659,48.50,0.8981,4.70,0.999977,0.999866,0,0,Y
DFT_0699,Zr40V40Mo10W10,3.033248,131.52,203.07,95.75,48.37,53.66,131.52,50.49,50.36,50.42,134.13,0.3300,2.6083,47.37,0.9014,3.46,0.999960,0.999903,0,0,Y
DFT_0701,Zr40Hf5V20Nb25W10,3.113647,126.19,184.97,96.80,50.91,44.09,126.19,48.18,47.94,48.06,127.94,0.3310,2.6257,45.89,1.1547,3.23,0.999962,0.999913,0,0,Y
DFT_0702,Zr40Hf20Nb15Ta15W10,3.184872,137.31,161.58,125.18,60.67,18.20,137.31,43.68,31.38,37.53,103.19,0.3748,3.6588,64.51,3.3334,0.66,0.999956,0.999970,0,0,Y
DFT_0703,Zr40Hf20V15W25,3.127669,140.34,199.50,110.76,65.51,44.37,140.34,57.05,55.02,56.04,148.37,0.3238,2.5043,45.25,1.4765,4.20,0.999969,0.999964,0,0,Y
DFT_0704,Zr40Hf20V30W10,3.119163,123.85,169.12,101.21,59.59,33.95,123.85,49.34,45.77,47.55,126.47,0.3298,2.6045,41.62,1.7551,3.25,0.999924,0.999936,0,0,Y
DFT_0705,Zr40Hf25Nb5Ta5Mo25,3.163951,136.92,195.04,107.86,61.02,43.59,136.92,54.04,52.60,53.32,141.59,0.3276,2.5677,46.85,1.3998,3.79,0.999978,0.999926,0,0,Y
DFT_0706,Zr40Hf25Nb20Mo15,3.181346,131.32,152.40,120.78,52.50,15.81,131.32,37.83,27.23,32.53,90.14,0.3856,4.0373,68.28,3.3207,-0.00,0.999905,0.999918,0,0,Y
DFT_0707,Zr40Hf25V10Mo10W15,3.145159,138.48,195.00,110.22,64.23,42.39,138.48,55.49,53.25,54.37,144.24,0.3264,2.5468,45.99,1.5154,3.94,0.999978,0.999953,0,0,Y
DFT_0708,Zr40Hf25V25Mo5W5,3.139149,123.00,165.67,101.67,60.42,32.00,123.00,49.05,44.58,46.82,124.64,0.3311,2.6272,41.24,1.8881,3.13,0.999955,0.999932,0,0,Y
DFT_0709,Zr40Hf30Mo15W15,3.164538,144.27,202.99,114.91,67.57,44.04,144.27,58.16,55.67,56.92,150.90,0.3257,2.5348,47.34,1.5345,4.17,0.999984,0.999961,0,0,Y
DFT_0710,Zr40Hf40Ta10Mo10,3.216037,125.27,162.86,106.47,73.74,28.20,125.27,55.52,44.80,50.16,132.76,0.3234,2.4975,32.73,2.6153,3.77,0.999934,0.999978,0,1,Y
DFT_0711,Zr40Hf40Nb10Ta5Mo5,3.225306,120.98,102.85,130.04,65.15,-13.59,120.98,33.65,-49.47,-7.91,-24.26,0.5334,-15.2951,64.89,-4.7923,,0.999836,0.999804,0,0,N
DFT_0712,Zr40Hf40V10W10,3.197206,129.12,165.09,111.14,72.46,26.97,129.12,54.27,43.27,48.77,129.95,0.3323,2.6476,38.68,2.6863,3.22,0.999941,0.999963,0,0,Y
DFT_0713,Ti5Nb5Ta50Mo10W30,3.029421,213.37,343.50,148.30,83.56,97.60,213.37,89.18,88.66,88.92,234.22,0.3170,2.3996,64.74,0.8562,6.92,0.999859,0.999454,0,0,Y
DFT_0714,Ti5Nb30Ta5Mo30W30,2.994444,231.38,413.03,140.56,86.25,136.24,231.38,106.25,101.09,103.67,270.59,0.3051,2.2319,54.30,0.6331,8.81,0.999915,0.999136,0,0,Y
DFT_0715,Ti5Nb45Ta15Mo20W15,3.027234,189.51,321.41,123.56,61.23,98.93,189.51,76.31,72.24,74.27,197.07,0.3267,2.5515,62.33,0.6189,5.31,0.999886,0.997614,0,0,Y
DFT_0716,Ti5V5Nb5Ta25Mo30W30,2.985388,225.47,398.90,138.76,91.25,130.07,225.47,106.78,103.62,105.20,273.12,0.2981,2.1433,47.51,0.7015,9.49,0.999959,0.998782,0,0,Y
DFT_0717,Ti5V5Nb30Ta40Mo10W10,3.043074,183.18,294.86,127.34,67.87,83.76,183.18,74.22,73.44,73.83,195.26,0.3223,2.4810,59.47,0.8102,5.56,0.999424,0.999980,0,0,Y
DFT_0718,Ti5V5Nb50Ta10W30,3.027184,190.89,314.33,129.17,62.16,92.58,190.89,74.33,71.57,72.95,194.12,0.3305,2.6168,67.01,0.6714,4.98,0.999972,0.999250,0,0,Y
DFT_0719,Ti5V5Nb50Ta10Mo30,3.017836,184.36,309.76,121.66,52.37,94.05,184.36,69.04,63.65,66.35,177.73,0.3393,2.7786,69.29,0.5568,4.04,0.999955,0.997108,0,0,Y
DFT_0720,Ti5V20Ta45Mo10W20,2.998953,207.83,327.89,147.80,77.73,90.04,207.83,82.66,82.23,82.44,218.45,0.3248,2.5209,70.07,0.8633,5.96,0.999897,0.999799,0,0,Y
DFT_0721,Ti5V20Nb15Ta30W30,2.998988,201.58,322.77,140.99,73.97,90.89,201.58,80.74,79.92,80.33,212.73,0.3241,2.5095,67.02,0.8138,5.87,0.999980,0.999794,0,0,Y
DFT_0722,Ti5V40Nb5Ta10Mo30W10,2.919293,197.91,339.57,127.08,62.64,106.24,197.91,80.08,74.94,77.51,205.69,0.3268,2.5532,64.44,0.5896,5.51,0.999748,0.997099,0,0,Y
DFT_0724,Ti5V40Nb10Mo30W15,2.910400,203.14,356.24,126.59,64.64,114.82,203.14,84.72,78.34,81.53,215.72,0.3230,2.4917,61.95,0.5630,6.02,0.999681,0.996094,0,0,Y
DFT_0725,Ti5V40Nb20Ta20W15,2.964823,177.26,284.18,123.80,61.07,80.19,177.26,68.72,67.51,68.11,181.14,0.3297,2.6024,62.73,0.7616,4.72,0.999567,0.999972,0,0,Y
DFT_0726,Ti5V40Nb30Mo20W5,2.936577,180.81,300.46,120.99,46.98,89.74,180.81,64.08,58.04,61.06,164.65,0.3482,2.9610,74.00,0.5235,3.22,0.999991,0.998549,0,0,Y
DFT_0727,Ti5V40Nb30Ta25,2.986816,162.69,252.81,117.63,55.66,67.59,162.69,60.43,59.89,60.16,160.68,0.3354,2.7043,61.97,0.8235,3.86,0.999867,0.999740,0,0,Y
DFT_0728,Ti5V40Nb35Ta10Mo5W5,2.965652,168.61,269.48,118.18,48.87,75.65,168.61,59.58,56.93,58.25,156.72,0.3451,2.8944,69.31,0.6460,3.22,0.999732,0.999889,0,0,Y
DFT_0729,Ti5Hf5V20Nb25Ta30Mo15,3.021386,171.80,265.36,125.02,60.23,70.17,171.80,64.21,63.85,64.03,170.86,0.3342,2.6832,64.79,0.8583,4.18,0.999837,0.999987,0,0,Y
DFT_0730,Ti5Hf5V40Nb5Ta15W30,2.954613,192.79,309.84,134.27,71.50,87.78,192.79,78.01,77.23,77.62,205.31,0.3225,2.4837,62.77,0.8145,5.80,0.999992,0.999857,1,0,Y
DFT_0731,Ti5Hf10V5Nb5Ta45Mo30,3.063079,162.12,256.07,115.14,67.14,70.47,162.12,68.47,68.43,68.45,180.02,0.3149,2.3684,48.00,0.9528,5.64,0.999939,0.999881,0,0,Y
DFT_0732,Ti5Hf15V30Nb5Ta30W15,3.023693,154.99,223.66,120.65,68.71,51.51,154.99,61.83,60.61,61.22,162.30,0.3255,2.5316,51.94,1.3341,4.49,0.999852,0.999995,0,0,Y
DFT_0733,Ti5Hf25V5Nb35Mo30,3.060989,167.28,240.68,130.58,59.51,55.05,167.28,57.73,57.64,57.69,155.22,0.3454,2.8999,71.07,1.0811,3.17,0.988807,0.999933,0,0,Y
DFT_0734,Ti5Hf25V20Nb40Ta10,3.081440,148.04,212.69,115.72,61.09,48.49,148.04,56.05,55.34,55.69,148.46,0.3329,2.6581,54.62,1.2600,3.69,0.999974,0.999959,0,0,Y
